Article_ID,Authors,Year,Title,Journal,Volume,Issue,Pages,DOI
MQM8VMDH,"Cui, HZ; Zhou, WY; Deng, Y; Zheng, BY; Zhang, Q; Zhang, ZY; Lu, T; Qian, HF",2021,Meta-transcriptomic profiling of functional variation of freshwater microbial communities induced by an antidepressant sertraline hydrochloride,SCIENCE OF THE TOTAL ENVIRONMENT,786,NA,NA,10.1016/j.scitotenv.2021.147434
2TDHG6WE,"Correa, FS; Juen, L; Rodrigues, LC; Silva, HF; Santos-Costa, MC",2015,Effects of oil palm plantations on anuran diversity in the eastern Amazon,ANIMAL BIOLOGY,65,3-4,321-335,10.1163/15707563-00002481
XJADVEP3,"Flynn, EM; Jones, SM; Jones, ME; Jordan, GJ; Munks, SA",2011,Characteristics of mammal communities in Tasmanian forests: exploring the influence of forest type and disturbance history,WILDLIFE RESEARCH,38,1,13-29,10.1071/WR10025
A5LDZ77M,"Santangelo, JM; Esteves, FD; Manca, M; Bozelli, RL",2014,Disturbances due to increased salinity and the resilience of zooplankton communities: the potential role of the resting egg bank,HYDROBIOLOGIA,722,1,103-113,10.1007/s10750-013-1683-6
V6HCERQS,"Xiang, D; Verbruggen, E; Hu, YJ; Veresoglou, SD; Rillig, MC; Zhou, W; Xu, TL; Li, H; Hao, ZP; Chen, YL; Chen, BD",2014,Land use influences arbuscular mycorrhizal fungal communities in the farming-pastoral ecotone of northern China,NEW PHYTOLOGIST,204,4,968-978,10.1111/nph.12961
8C3JN8NT,"Terlizzi, A; Scuderi, D; Fraschetti, S; Anderson, MJ",2005,Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean,MARINE BIOLOGY,148,2,293-305,10.1007/s00227-005-0080-8
86PEWU9X,"Hogberg, MN; Yarwood, SA; Myrold, DD",2014,Fungal but not bacterial soil communities recover after termination of decadal nitrogen additions to boreal forest,SOIL BIOLOGY & BIOCHEMISTRY,72,NA,35-43,10.1016/j.soilbio.2014.01.014
47DMXAVJ,"Hussin, WMRW; Cooper, KM; Frojan, CRSB; Defew, EC; Paterson, DM",2012,Impacts of physical disturbance on the recovery of a macrofaunal community: A comparative analysis using traditional and novel approaches,ECOLOGICAL INDICATORS,12,1,37-45,10.1016/j.ecolind.2011.03.016
KKLDYL9Z,"Kim, S; Hammerstom, KK; Conlan, KE; Thurber, AR",2010,"Polar Ecosystem Dynamics: Recovery of Communities from Organic Enrichment in McMurdo Sound, Antarctica",INTEGRATIVE AND COMPARATIVE BIOLOGY,50,6,1031-1040,10.1093/icb/icq058
TTLYTZFA,"Ren, KX; Xue, YY; Ronn, R; Liu, LM; Chen, HH; Rensing, C; Yang, J",2018,"Dynamics and determinants of amoeba community, occurrence and abundance in subtropical reservoirs and rivers",WATER RESEARCH,146,NA,177-186,10.1016/j.watres.2018.09.011
CBFLATLV,"Sapkota, M; Young, J; Slaughter, L; Acosta-Martinez, V; Coldren, C",2021,Soil microbial biomass and composition from urban landscapes in a semiarid climate,APPLIED SOIL ECOLOGY,158,NA,NA,10.1016/j.apsoil.2020.103810
Y9CQDNEM,"Contosta, AR; Frey, SD; Cooper, AB",2015,Soil microbial communities vary as much over time as with chronic warming and nitrogen additions,SOIL BIOLOGY & BIOCHEMISTRY,88,NA,19-24,10.1016/j.soilbio.2015.04.013
VEWVQXHB,"Atwood, LW; Mortensen, DA; Koide, RT; Smith, RG",2018,Evidence for multi-trophic effects of pesticide seed treatments on non targeted soil fauna,SOIL BIOLOGY & BIOCHEMISTRY,125,NA,144-155,10.1016/j.soilbio.2018.07.007
KCFGD458,"Kavehei, A; Gore, DB; Chariton, AA; Hose, GC",2021,Impact assessment of ephemeral discharge of contamination downstream of two legacy base metal mines using environmental DNA,JOURNAL OF HAZARDOUS MATERIALS,419,NA,NA,10.1016/j.jhazmat.2021.126483
C7ZT4Y88,"Vivan, JM; Di Domenico, M; de Almeida, TCM",2009,"Effects of dredged material disposal on benthic macrofauna near Itajai Harbour (Santa Catarina, South Brazil)",ECOLOGICAL ENGINEERING,35,10,1435-1443,10.1016/j.ecoleng.2009.06.005
PGVXN29Q,"Powell, SM; Stark, JS; Snape, I; Woolfenden, ENM; Bowman, JP; Riddle, MJ",2010,Effects of diesel and lubricant oils on Antarctic benthic microbial communities over five years,AQUATIC MICROBIAL ECOLOGY,61,2,119-127,10.3354/ame01441
YLDSBAVU,"Chen, L; Li, KK; Shi, WJ; Wang, XL; Wang, ET; Liu, JF; Sui, XH; Mi, GH; Tian, CF; Chen, WX",2021,Negative impacts of excessive nitrogen fertilization on the abundance and diversity of diazotrophs in black soil under maize monocropping,GEODERMA,393,NA,NA,10.1016/j.geoderma.2021.114999
5FRXS46D,"Kerns, BK; Buonopane, M; Thies, WG; Niwa, C",2011,Reintroducing fire into a ponderosa pine forest with and without cattle grazing: understory vegetation response,ECOSPHERE,2,5,NA,10.1890/ES10-00183.1
SQZ6SDV2,"Shimano, Y; Juen, L",2016,How oil palm cultivation is affecting mayfly assemblages in Amazon streams,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,52,NA,35-45,10.1051/limn/2016004
3P3IJQU5,"Gissi, F; Reichelt-Brushett, AJ; Chariton, AA; Stauber, JL; Greenfield, P; Humphrey, C; Salmon, M; Stephenson, SA; Cresswell, T; Jolley, DF",2019,The effect of dissolved nickel and copper on the adult coral Acropora muricata and its microbiome,ENVIRONMENTAL POLLUTION,250,NA,792-806,10.1016/j.envpol.2019.04.030
777MWZ8L,"Lima, AC; Assis, J; Sayanda, D; Sabino, J; Oliveira, RF",2014,"Impact of ecotourism on the fish fauna of Bonito region (Mato Grosso do Sul State, Brazil): ecological, behavioural and physiological measures",NEOTROPICAL ICHTHYOLOGY,12,1,133-143,10.1590/S1679-62252014000100014
AWMFVFLS,"de Matos, VPV; de Matos, TPV; Cetra, M; Timo, TPDE; Valente, RA",2018,Forest Fragmentation and Impacts on the Bird Community,REVISTA ARVORE,42,3,NA,10.1590/1806-90882018000300009
IFTDUIHB,"Edman, M; Fallstrom, I",2013,An introduced tree species alters the assemblage structure and functional composition of wood-decaying fungi in microcosms,FOREST ECOLOGY AND MANAGEMENT,306,NA,9-14,10.1016/j.foreco.2013.06.023
TJ6ZTJ7Y,"Chen, ZW; Zhong, X; Zheng, MY; Liu, WS; Fei, YH; Ding, KB; Li, YY; Liu, Y; Chao, YQ; Tang, YT; Wang, SZ; Qiu, RL",NA,Indicator species drive the key ecological functions of microbiota in a river impacted by acid mine drainage generated by rare earth elements mining in South China,ENVIRONMENTAL MICROBIOLOGY,NA,NA,NA,10.1111/1462-2920.15501
KENT7WXZ,"Chen, SM; Waghmode, TR; Sun, RB; Kuramae, EE; Hu, CS; Liu, BB",2019,Root-associated microbiomes of wheat under the combined effect of plant development and nitrogen fertilization,MICROBIOME,7,1,NA,10.1186/s40168-019-0750-2
39G2V39G,"Gardner, ET; Anderson, VJ; Johnson, RL",2009,Arthropod and plant communities as indicators of land rehabilitation effectiveness in a semiarid shrubsteppe,WESTERN NORTH AMERICAN NATURALIST,69,4,521-536,10.3398/064.069.0412
C5J4B7WS,"Quadroni, S; Salmaso, F; Gentili, G; Crosa, G; Espa, P",2021,Response of benthic macroinvertebrates to different hydropower off-stream diversion schemes,ECOHYDROLOGY,14,5,NA,10.1002/eco.2267
6ED44KTR,"Han, LX; Kong, XB; Xu, M; Nie, JY",2021,"Repeated exposure to fungicide tebuconazole alters the degradation characteristics, soil microbial community and functional profiles*",ENVIRONMENTAL POLLUTION,287,NA,NA,10.1016/j.envpol.2021.117660
EDWEACDD,"Funck, JA; Clivot, H; Felten, V; Rousselle, P; Guerold, F; Danger, M",2013,Phosphorus availability modulates the toxic effect of silver on aquatic fungi and leaf litter decomposition,AQUATIC TOXICOLOGY,144,NA,199-207,10.1016/j.aquatox.2013.10.001
3YR9N2LQ,"Kavehei, A; Hose, GC; Chariton, AA; Gore, DB",2021,Application of environmental DNA for assessment of contamination downstream of a legacy base metal mine,JOURNAL OF HAZARDOUS MATERIALS,416,NA,NA,10.1016/j.jhazmat.2021.125794
5UD4D2VX,"Araujo, R; Gupta, VVSR; Reith, F; Bissett, A; Mele, P; Franco, CMM",2020,Biogeography and emerging significance of Actinobacteria in Australia and Northern Antarctica soils,SOIL BIOLOGY & BIOCHEMISTRY,146,NA,NA,10.1016/j.soilbio.2020.107805
J99MQ3ER,"Costello, DM; Rosi-Marshall, EJ; Shaw, LE; Grace, MR; Kelly, JJ",2016,A novel method to assess effects of chemical stressors on natural biofilm structure and function,FRESHWATER BIOLOGY,61,12,2129-2140,10.1111/fwb.12641
I7Z4NNPI,"Garcia, FC; Bestion, E; Warfield, R; Yvon-Durocher, G",2018,Changes in temperature alter the relationship between biodiversity and ecosystem functioning,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,115,43,10989-10999,10.1073/pnas.1805518115
3W5HEW92,"Jochimsen, MC; Kummerlin, R; Straile, D",2013,Compensatory dynamics and the stability of phytoplankton biomass during four decades of eutrophication and oligotrophication,ECOLOGY LETTERS,16,1,81-89,10.1111/ele.12018
D8VPFQVC,"Pohle, G; Frost, B; Findlay, R",2001,"Assessment of regional benthic impact of salmon mariculture within the Letang Inlet, Bay of Fundy",ICES JOURNAL OF MARINE SCIENCE,58,2,417-426,10.1006/jmsc.2000.1039
W8MQAN44,"He, D; Xiang, XJ; He, JS; Wang, C; Cao, GM; Adams, J; Chu, HY",2016,Composition of the soil fungal community is more sensitive to phosphorus than nitrogen addition in the alpine meadow on the Qinghai-Tibetan Plateau,BIOLOGY AND FERTILITY OF SOILS,52,8,1059-1072,10.1007/s00374-016-1142-4
FSW5XFSZ,"Burdon, FJ; Reyes, M; Alder, AC; Joss, A; Ort, C; Rasanen, K; Jokela, J; Eggen, RIL; Stamm, C",2016,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,ECOLOGY AND EVOLUTION,6,12,3923-3939,10.1002/ece3.2165
XNXZCM8Q,"Nguyen, T; Bajwa, AA; Belgeri, A; Navie, S; O'Donnell, C; Adkins, S",2017,"Impact of an invasive weed, Parthenium hysterophorus, on a pasture community in south east Queensland, Australia",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,24,35,27188-27200,10.1007/s11356-017-0327-1
54IDLWL4,"Osunkoya, OO; Polo, C; Andersen, AN",2011,"Invasion impacts on biodiversity: responses of ant communities to infestation by cat's claw creeper vine, Macfadyena unguis-cati (Bignoniaceae) in subtropical Australia",BIOLOGICAL INVASIONS,13,10,2289-2302,10.1007/s10530-011-0040-9
6CHBA7RX,"Zhang, HY; Goncalves, P; Copeland, E; Qi, SS; Dai, ZC; Li, GL; Wang, CY; Du, DL; Thomas, T",2020,Invasion by the weed Conyza canadensis alters soil nutrient supply and shifts microbiota structure,SOIL BIOLOGY & BIOCHEMISTRY,143,NA,NA,10.1016/j.soilbio.2020.107739
54Z6KPZK,"Bachelot, B; Uriarte, M; Zimerman, JK; Thompson, J; Leff, JW; Asiaii, A; Koshner, J; McGuire, K",2016,Long-lasting effects of land use history on soil fungal communities in second-growth tropical rain forests,ECOLOGICAL APPLICATIONS,26,6,1881-1895,10.1890/15-1397.1
837DDY62,"Furtado, IS; Martins, MB",2018,The impacts of land use intensification on the assembly of drosophilidae (Diptera),GLOBAL ECOLOGY AND CONSERVATION,16,NA,NA,10.1016/j.gecco.2018.e00432
XMEHTDB3,"Pelletier, M; Cobb, D; Rocha, K; Ho, KT; Cantwell, MG; Perron, M; Charpentier, MA; Buffum, HW; Hale, SS; Burgess, RM",2021,Benthic macroinvertebrate community response to environmental changes over seven decades in an urbanized estuary in the northeastern United States,MARINE ENVIRONMENTAL RESEARCH,169,NA,NA,10.1016/j.marenvres.2021.105323
DVTRK6AU,"Cao, CY; Tao, S; Cui, ZB; Zhang, Y",2021,Response of Soil Properties and Microbial Communities to Increasing Salinization in the Meadow Grassland of Northeast China,MICROBIAL ECOLOGY,82,3,722-735,10.1007/s00248-021-01695-x
YDAHSRVW,"Yang, SY; Lu, CY; Tang, SL; Das, RR; Sakai, K; Yamashiro, H; Yang, SH",2020,Effects of Ocean Acidification on Coral Endolithic Bacterial Communities in Isopora palifera and Porites lobata,FRONTIERS IN MARINE SCIENCE,7,NA,NA,10.3389/fmars.2020.603293
F6IUG8BI,"Kim, YC; Gao, C; Zheng, Y; He, XH; Yang, W; Chen, L; Wan, SQ; Guo, LD",2015,Arbuscular mycorrhizal fungal community response to warming and nitrogen addition in a semiarid steppe ecosystem,MYCORRHIZA,25,4,267-276,10.1007/s00572-014-0608-1
49J3N3DV,"Obst, M; Vicario, S; Lundin, K; Berggren, M; Karlsson, A; Haines, R; Williams, A; Goble, C; Mathew, C; Guntsch, A",2018,Marine long-term biodiversity assessment suggests loss of rare species in the Skagerrak and Kattegat region,MARINE BIODIVERSITY,48,4,2165-2176,10.1007/s12526-017-0749-5
Q3PLP9QR,"Phillips, ML; Weber, SE; Andrews, LV; Aronson, EL; Allen, MF; Allen, EB",2019,Fungal community assembly in soils and roots under plant invasion and nitrogen deposition,FUNGAL ECOLOGY,40,NA,107-117,10.1016/j.funeco.2019.01.002
8A8ZVIYC,"Unzueta-Martinez, A; Downey-Wall, AM; Cameron, LP; Ries, JB; Lotterhos, KE; Bowen, JL",2021,Ocean acidification alters the diversity and structure of oyster associated microbial communities,LIMNOLOGY AND OCEANOGRAPHY LETTERS,6,6,348-359,10.1002/lol2.10214
J8BPGRMB,"da Silva, CFM; Torgan, LC; Schneck, F",2019,Temperature and surface runoff affect the community of periphytic diatoms and have distinct effects on functional groups: evidence of a mesocosms experiment,HYDROBIOLOGIA,839,1,37-50,10.1007/s10750-019-03992-6
HTRBKQFD,"Chua, KWJ; Lim, FKS; Ahmad, AB; Tan, HH; Yeo, DCJ",2020,Morphological traits mediate fish occurrences in oil palm-impacted tropical streams,FRESHWATER BIOLOGY,65,6,1153-1164,10.1111/fwb.13500
HSU2IBY9,"Leberg, SS; Barriga, R; Bart, H; Olivo, A; Narasimhan, K; Karubian, J",2021,Richness and abundance of stream fish communities in a fragmented neotropical landscape,ENVIRONMENTAL BIOLOGY OF FISHES,104,3,239-251,10.1007/s10641-021-01066-y
N8GTIFE5,"Zeng, J; Lin, YQ; Zhao, DY; Huang, R; Xu, HM; Jiao, CC",2019,"Seasonality overwhelms aquacultural activity in determining the composition and assembly of the bacterial community in Lake Taihu, China",SCIENCE OF THE TOTAL ENVIRONMENT,683,NA,427-435,10.1016/j.scitotenv.2019.05.256
K9WG2PBL,"Diez, I; Santolaria, A; Muguerza, N; Gorostiaga, JM",2014,Capacity for recovery of rocky subtidal assemblages following pollution abatement in a scenario of global change,MARINE POLLUTION BULLETIN,86,1-2,197-209,10.1016/j.marpolbul.2014.07.018
KGHKXATT,"Devenish, AJM; Newton, RJ; Bridle, JR; Gomez, C; Midgley, JJ; Sumner, S",2021,"Contrasting responses of native ant communities to invasion by an ant invader, Linepithema humile",BIOLOGICAL INVASIONS,23,8,2553-2571,10.1007/s10530-021-02522-7
JVITNXTG,"Yang, LG; Lv, LL; Liu, HJ; Wang, MR; Sui, YM; Wang, YJ",2021,Effects of Ocean Acidification and Microplastics on Microflora Community Composition in the Digestive Tract of the Thick Shell Mussel Mytilus coruscus Through 16S RNA Gene Sequencing,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,107,4,616-625,10.1007/s00128-020-03022-5
ITXLZ7GW,"Califano, G; Kwantes, M; Abreu, MH; Costa, R; Wichard, T",2020,Cultivating the Macroalgal Holobiont: Effects of Integrated Multi-Trophic Aquaculture on the Microbiome of Ulva rigida (Chlorophyta),FRONTIERS IN MARINE SCIENCE,7,NA,NA,10.3389/fmars.2020.00052
S3699I3Z,"Pinto, CM; Pairo, PE; Bellocq, MI; Filloy, J",2021,Different land-use types equally impoverish but differentially preserve grassland species and functional traits of spider assemblages,SCIENTIFIC REPORTS,11,1,NA,10.1038/s41598-021-89658-7
U9LX9IMF,"Cooling, M; Hartley, S; Sim, DA; Lester, PJ",2012,The widespread collapse of an invasive species: Argentine ants (Linepithema humile) in New Zealand,BIOLOGY LETTERS,8,3,430-433,10.1098/rsbl.2011.1014
H6D3BK5B,"Schroder, M; Sondermann, M; Sures, B; Hering, D",2015,Effects of salinity gradients on benthic invertebrate and diatom communities in a German lowland river,ECOLOGICAL INDICATORS,57,NA,236-248,10.1016/j.ecolind.2015.04.038
AVN24SGS,"Gomes, SIF; Merckx, VSFT; Hynson, NA",2018,Biological invasions increase the richness of arbuscular mycorrhizal fungi from a Hawaiian subtropical ecosystem,BIOLOGICAL INVASIONS,20,9,2421-2437,10.1007/s10530-018-1710-7
M5RXCKB2,"Denmead, LH; Barker, GM; Standish, RJ; Didham, RK",2015,Experimental evidence that even minor livestock trampling has severe effects on land snail communities in forest remnants,JOURNAL OF APPLIED ECOLOGY,52,1,161-170,10.1111/1365-2664.12370
JUHIKE9V,"Demopoulos, AWJ; Smith, CR",2010,Invasive mangroves alter macrofaunal community structure and facilitate opportunistic exotics,MARINE ECOLOGY PROGRESS SERIES,404,NA,51-67,10.3354/meps08483
35XWMNZ8,"Macolino, AC; Dafforn, KA; Hedge, LH; Poore, AGB; Johnston, EL",2019,Fine-Scale Effects of Boat Moorings on Soft Sediment Communities Masked in Large-Scale Comparisons,FRONTIERS IN MARINE SCIENCE,6,NA,NA,10.3389/fmars.2019.00101
KB2BF7JD,"Zhu, LF; Zhu, W; Zhao, T; Chen, H; Zhao, CL; Xu, LL; Chang, Q; Jiang, JP",2021,Environmental Temperatures Affect the Gastrointestinal Microbes of the Chinese Giant Salamander,FRONTIERS IN MICROBIOLOGY,12,NA,NA,10.3389/fmicb.2021.543767
JV2EPRG2,"Schmidt, AD; Castellani, TT; Dechoum, MD",2020,Biotic and abiotic changes in subtropical seasonal deciduous forest associated with invasion by Hovenia dulcis Thunb. (Rhamnaceae),BIOLOGICAL INVASIONS,22,2,293-306,10.1007/s10530-019-02089-4
GQWT2NZU,"Salgado, J; Sayer, CD; Brooks, SJ; Davidson, TA; Baker, AG; Willby, N; Patmore, IR; Goldsmith, B; Bennion, H; Okamura, B",2019,Connectivity and zebra mussel invasion offer short-term buffering of eutrophication impacts on floodplain lake landscape biodiversity,DIVERSITY AND DISTRIBUTIONS,25,8,1334-1347,10.1111/ddi.12938
BK9AMWSL,"Novais, A; Souza, AT; Ilarri, M; Pascoal, C; Sousa, R",2015,Facilitation in the low intertidal: effects of an invasive species on the structure of an estuarine macrozoobenthic assemblage,MARINE ECOLOGY PROGRESS SERIES,522,NA,157-167,10.3354/meps11168
ZZ7CC556,"Mattson, LR; Coop, JD; Battaglia, MA; Cheng, AS; Sibold, JS; Viner, S",2019,Post-spruce beetle timber salvage drives short-term surface fuel increases and understory vegetation shifts,FOREST ECOLOGY AND MANAGEMENT,437,NA,348-359,10.1016/j.foreco.2019.01.048
458LC5AU,"Kuffner, M; Hai, B; Rattei, T; Melodelima, C; Schloter, M; Zechmeister-Boltenstern, S; Jandl, R; Schindlbacher, A; Sessitsch, A",2012,Effects of season and experimental warming on the bacterial community in a temperate mountain forest soil assessed by 16S rRNA gene pyrosequencing,FEMS MICROBIOLOGY ECOLOGY,82,3,551-562,10.1111/j.1574-6941.2012.01420.x
QW6WBM9A,"Zieher, XML; Vivanco, L; Yahdjian, L",2020,Soil bacterial communities remain altered after 30 years of agriculture abandonment in Pampa grasslands,OECOLOGIA,193,4,959-968,10.1007/s00442-020-04736-3
DYQPDWUT,"Reczynska, K; Swierkosz, K",2017,Compositional changes in thermophilous oak forests in Poland over time: do they correspond to European trends?,APPLIED VEGETATION SCIENCE,20,2,293-303,10.1111/avsc.12290
SACQZHNQ,"Morrison, WR; Bohlen, PJ",2010,Influence of Vegetation on Invertebrate Communities in Grazed Freshwater Wetlands in South-central Florida,SOUTHEASTERN NATURALIST,9,3,453-464,10.1656/058.009.0304
Z3HPJ4QB,"Bonney, S; Andersen, A; Schlesinger, C",2017,Biodiversity impacts of an invasive grass: ant community responses to Cenchrus ciliaris in arid Australia,BIOLOGICAL INVASIONS,19,1,57-72,10.1007/s10530-016-1263-6
RK74CXVT,"Marconi, L; Armengot, L",2020,Complex agroforestry systems against biotic homogenization: The case of plants in the herbaceous stratum of cocoa production systems,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,287,NA,NA,10.1016/j.agee.2019.106664
GUZI5Q55,"Simoes, NR; Nunes, AH; Dias, JD; Lansac-Toha, FA; Velho, LFM; Bonecker, CC",2015,Impact of reservoirs on zooplankton diversity and implications for the conservation of natural aquatic environments,HYDROBIOLOGIA,758,1,3-17,10.1007/s10750-015-2260-y
